ID	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)
MAG07312	o__Clostridiales (UID1226)	155	274	157	97.45	0.9	50	2784120	37292	2499	2499	45726	401	335	320	3557	3286
MAG07313	k__Bacteria (UID203)	5449	104	58	56.9	1.72	100	3725096	59171	2913	2913	35304	474	384	364	1982	1884
MAG07317	o__Clostridiales (UID1212)	172	263	149	79.31	0.67	0	1541046	17505	1750	1750	4658	321	260	250	1241	1182
MAG07318	o__Clostridiales (UID1226)	155	278	158	98.29	2.22	50	3027005	35730	2740	2740	71406	402	328	315	1976	1878
MAG07320	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2358436	23731	2306	2306	42454	365	298	288	2047	1937
MAG07322	f__Bifidobacteriaceae (UID1462)	65	476	217	99.79	0.84	0	2333895	23254	2038	2038	81010	416	337	326	3173	3077
MAG07323	o__Clostridiales (UID1212)	172	261	147	97.23	0.34	0	2304997	22763	2174	2174	65188	380	309	299	1418	1375
MAG07325	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2223734	20245	1885	1885	100990	396	343	332	3629	3351
MAG07326	o__Clostridiales (UID1212)	172	263	149	97.99	0	0	1913759	33201	1773	1774	196079	384	326	307	2781	2517
MAG07327	o__Clostridiales (UID1226)	155	278	158	98.73	0	0	3499000	44560	3102	3102	87558	396	325	310	2995	2853
MAG07328	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2740583	37450	2585	2585	68836	397	323	309	3313	3085
MAG07331	f__Lachnospiraceae (UID1286)	57	420	207	99.28	0	0	2967877	43150	2744	2744	95036	392	321	305	2355	2246
MAG07332	o__Bacteroidales (UID2657)	160	492	269	93.68	0.38	50	4275303	62976	3562	3562	102829	438	364	346	2234	2116
MAG07334	o__Clostridiales (UID1212)	172	263	149	99.33	1.01	0	2158765	33882	2032	2032	402565	376	312	296	2444	2298
MAG07335	o__Clostridiales (UID1212)	172	261	147	99.32	0.68	0	2399080	24486	2052	2052	17644	389	330	318	1963	1841
MAG07336	k__Bacteria (UID203)	5449	104	58	56.9	3.45	0	1906980	24728	1719	1719	49985	407	339	325	1518	1449
MAG07338	o__Clostridiales (UID1212)	172	261	147	99.87	0	0	2524889	25994	2379	2379	123094	384	308	297	3365	3215
MAG07340	o__Clostridiales (UID1212)	172	263	149	99.33	0	0	3050546	48112	2648	2648	118428	392	328	309	2135	2029
MAG07341	p__Firmicutes (UID1022)	100	295	158	100	0.63	0	2356660	39605	2274	2274	50652	361	309	292	1722	1559
MAG07343	f__Lachnospiraceae (UID1256)	33	333	171	96.29	0	0	2377147	29210	2252	2252	40437	378	315	302	1778	1658
MAG07349	g__Streptococcus (UID684)	26	668	229	90.62	1.98	41.67	1930696	25568	1993	1993	12238	340	280	267	1569	1469
MAG07350	p__Proteobacteria (UID3887)	1487	256	160	98.75	0.62	0	2377330	23468	2134	2134	128424	396	327	316	1895	1834
MAG07351	o__Clostridiales (UID1226)	155	278	158	85.73	1.38	26.67	2417740	27404	2417	2417	9397	353	289	277	3318	3201
MAG07353	f__Lachnospiraceae (UID1255)	90	354	174	87.13	0.86	0	2267229	28517	2067	2067	25728	391	324	311	2925	2707
MAG07356	o__Clostridiales (UID1226)	155	278	158	82	0.21	100	2505420	32121	2307	2307	32910	388	328	314	1789	1639
MAG07358	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2205724	19971	1883	1883	170006	400	340	330	3614	3343
MAG07359	f__Lachnospiraceae (UID1286)	57	420	207	97.64	1.21	0	2969733	39498	2811	2811	142937	389	321	307	3558	3273
MAG07360	o__Clostridiales (UID1212)	172	261	147	97.28	0	0	3435263	36358	3060	3060	96957	391	328	316	3573	3308
MAG07361	p__Actinobacteria (UID2112)	31	211	124	86.84	1.61	50	2390146	19223	2305	2305	9135	383	303	294	2864	2712
MAG07362	o__Clostridiales (UID1212)	172	263	149	95.64	0.89	50	2553747	40826	2467	2467	40771	381	314	297	1616	1531
MAG07363	p__Actinobacteria (UID2112)	31	211	124	62.49	1.73	6.67	1507687	16291	1760	1761	2866	315	246	237	1542	1460
MAG07364	k__Bacteria (UID203)	5449	102	56	55.36	0	0	1802303	17422	1907	1907	7477	331	275	266	1512	1440
MAG07365	f__Lachnospiraceae (UID1286)	57	420	207	77.96	0.12	0	3018015	39830	2721	2721	76743	407	333	318	2069	1926
MAG07367	o__Clostridiales (UID1212)	172	260	146	97.26	0	0	2672438	38104	2518	2518	87438	390	314	299	3243	2917
MAG07368	p__Bacteroidetes (UID2605)	350	314	208	65.64	1.2	0	2080977	24515	2329	2329	3319	345	271	261	1778	1705
MAG07369	f__Bifidobacteriaceae (UID1458)	77	464	220	99.7	0.23	0	2291358	24969	1916	1916	306295	419	349	336	3111	3010
MAG07370	o__Clostridiales (UID1212)	172	263	149	95.85	0.89	0	1994664	36378	2024	2024	17571	355	296	278	2700	2497
MAG07371	k__Bacteria (UID2329)	174	149	89	86.47	1.28	0	1211931	28995	1428	1428	7551	305	253	233	1541	1453
MAG07372	p__Proteobacteria (UID3887)	1487	256	160	96.25	1.25	0	2295998	18771	2042	2042	54120	401	331	322	1828	1806
MAG07377	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2395325	28275	2212	2212	132188	382	320	308	2434	2259
MAG07379	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2275567	38132	2154	2154	58698	379	308	290	2643	2463
MAG07380	o__Clostridiales (UID1226)	155	278	158	96.14	0.06	100	2431886	26565	2115	2115	36473	397	334	321	4532	4359
MAG07381	o__Clostridiales (UID1212)	172	263	149	99.33	2.68	0	2758595	37405	2664	2664	65659	375	312	298	2181	2070
MAG07382	k__Bacteria (UID2372)	131	177	106	99.06	0	0	2390415	40204	2503	2503	62904	354	290	274	6731	6182
MAG07384	o__Clostridiales (UID1226)	155	278	158	99.05	0.02	0	4126022	53393	3795	3795	75802	390	314	300	2995	2851
MAG07386	f__Lachnospiraceae (UID1256)	33	333	171	88.57	0	0	2308080	29040	2076	2076	106092	390	330	316	1744	1603
MAG07388	o__Bacteroidales (UID2657)	160	492	269	88.24	1.43	33.33	3306620	48897	2745	2745	58655	431	363	346	1975	1887
MAG07389	o__Clostridiales (UID1212)	172	263	149	71.85	2.48	0	2123406	37219	2254	2255	6313	344	276	259	1689	1562
MAG07391	o__Clostridiales (UID1212)	172	263	149	57.51	0	0	1470820	15461	1751	1751	2683	318	245	236	1602	1491
MAG07393	f__Bifidobacteriaceae (UID1462)	65	476	217	98.73	0	0	2222646	22457	1851	1851	116605	423	352	340	3173	3078
MAG07396	o__Clostridiales (UID1212)	172	263	149	64.14	3.75	14.29	1195006	10210	1477	1477	3114	311	242	235	1649	1583
MAG07398	f__Bifidobacteriaceae (UID1462)	65	476	217	99.16	0.46	33.33	2480636	24691	2129	2129	44724	419	339	327	3173	3078
MAG07399	o__Clostridiales (UID1212)	172	261	147	94.84	0.68	100	2192202	22102	2188	2188	12670	355	292	282	1530	1465
MAG07401	o__Bacteroidales (UID2621)	198	427	260	88.37	3.46	35.71	4219187	63206	4147	4147	6591	386	309	294	2133	1981
MAG07402	f__Lachnospiraceae (UID1286)	57	420	207	95.97	1.21	0	2711842	35881	2546	2546	88666	393	324	310	1520	1449
MAG07403	p__Actinobacteria (UID2112)	31	211	124	100	0	0	2365268	15900	1997	1997	152318	406	337	329	2790	2597
MAG07407	f__Actinomycetaceae (UID1531)	42	420	211	99.19	1	0	2085802	21280	1754	1754	63931	422	351	339	3236	3035
MAG07408	k__Bacteria (UID2372)	131	177	106	91.37	0	0	3733697	43985	3684	3684	15721	344	288	276	6721	6295
MAG07409	o__Clostridiales (UID1226)	155	278	158	84.6	2.43	16.67	3135442	40659	3190	3190	9956	364	297	284	2812	2595
MAG07412	o__Clostridiales (UID1226)	155	278	158	98.26	0.63	100	4322351	56053	4064	4064	42714	384	308	294	2801	2669
MAG07417	o__Bacteroidales (UID2654)	163	486	266	99.25	0	0	4993187	79251	4029	4029	267076	452	374	354	1975	1887
MAG07419	f__Lachnospiraceae (UID1286)	57	420	207	80.16	2.03	20	1990074	28346	2240	2240	4884	332	267	254	1515	1453
MAG07420	o__Clostridiales (UID1120)	304	249	142	89.08	2.52	13.33	3902069	49391	4046	4046	12006	363	287	275	5128	4823
MAG07423	f__Lachnospiraceae (UID1256)	33	333	171	98.05	0	0	3959139	46513	3741	3741	173755	377	323	310	3716	3501
MAG07425	o__Clostridiales (UID1226)	155	278	158	85.79	0.95	0	2264225	25414	2301	2301	8637	350	285	274	3297	3179
MAG07428	o__Clostridiales (UID1226)	155	278	158	91.23	0.32	0	2850762	36938	2581	2581	16441	401	335	320	3883	3570
MAG07434	o__Clostridiales (UID1212)	172	263	149	79.1	2.01	25	2384509	30399	2199	2199	12437	374	307	293	2056	1943
MAG07435	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2318510	21336	1981	1981	125839	409	340	330	3571	3312
MAG07436	o__Selenomonadales (UID1024)	64	334	167	100	0.94	0	2340056	30465	2267	2267	35534	378	311	298	5629	5173
MAG07437	f__Bifidobacteriaceae (UID1458)	77	464	220	67.81	2.55	30	1476170	15922	1430	1430	5935	375	301	290	3079	2980
MAG07438	o__Clostridiales (UID1226)	155	278	158	94.3	2.59	40	2988384	35829	2638	2638	46501	405	332	319	2753	2632
MAG07439	o__Clostridiales (UID1226)	155	278	158	97.45	0.84	100	3463816	44699	3100	3100	52167	394	324	309	3119	2904
MAG07440	p__Proteobacteria (UID3887)	1487	256	161	84.11	2.68	14.29	1663997	13568	1900	1900	3365	330	258	251	1769	1740
MAG07444	o__Clostridiales (UID1212)	172	263	149	98.66	1.34	0	2199038	40376	2074	2074	244355	377	317	298	2700	2503
MAG07448	c__Deltaproteobacteria (UID3218)	61	284	169	92.04	0.3	0	4010943	33884	3967	3967	8467	372	289	280	3100	2925
MAG07449	o__Clostridiales (UID1226)	155	274	157	89.44	0.64	0	2682875	33364	2540	2540	31353	393	323	310	2466	2334
MAG07453	o__Clostridiales (UID1226)	155	278	158	74.68	0	0	2611662	32223	2379	2379	70823	391	316	303	2995	2853
MAG07456	p__Actinobacteria (UID2112)	31	211	124	99.19	1.61	50	2174464	19449	1855	1855	129662	396	339	328	2334	2167
MAG07457	o__Bacteroidales (UID2657)	160	491	268	91.33	0.47	50	3232942	48214	2651	2651	72033	442	374	356	2184	2064
MAG07459	o__Clostridiales (UID1226)	155	278	158	85.82	0.95	0	2973461	38917	2754	2754	12611	390	327	313	1792	1684
MAG07460	p__Actinobacteria (UID2112)	31	211	124	100	0	0	3089490	24599	2841	2841	17647	392	318	309	1792	1725
MAG07462	o__Clostridiales (UID1212)	172	263	149	94.63	0	0	2687464	37271	2501	2501	109188	388	321	306	2430	2310
MAG07465	f__Lachnospiraceae (UID1286)	57	420	207	97.1	0	0	3205018	44121	3013	3013	53411	387	313	298	2177	1981
MAG07470	o__Clostridiales (UID1226)	155	278	158	66.46	0.32	0	1771283	21801	1590	1590	129851	394	333	319	1515	1445
MAG07471	f__Enterobacteriaceae (UID5162)	88	1207	328	55.9	0.93	25	2564383	28919	3343	3343	2329	291	227	218	1262	1219
MAG07472	g__Streptococcus (UID561)	89	679	295	76.02	0.86	80	1466871	17694	1655	1655	4504	322	266	256	1465	1405
MAG07479	o__Bacteroidales (UID2657)	160	492	269	69.56	1.27	10	2668310	37956	2703	2703	5951	382	299	285	1464	1392
MAG07480	o__Clostridiales (UID1212)	172	263	149	99.33	1.01	0	2138960	33695	2017	2017	258619	376	312	295	2444	2303
MAG07482	o__Clostridiales (UID1226)	155	278	158	98.95	0.63	0	2931785	34352	2578	2578	124864	408	336	322	1616	1544
MAG07483	o__Lactobacillales (UID543)	294	471	264	97.45	0.57	0	2191244	32865	2220	2220	50781	350	288	273	1889	1759
MAG07484	f__Lachnospiraceae (UID1286)	57	420	207	98.07	1.76	0	2975840	39444	2814	2814	131708	390	319	305	3728	3473
MAG07486	o__Clostridiales (UID1212)	172	261	147	98.64	0	0	2757814	27876	2459	2459	101946	394	331	319	3520	3271
MAG07487	o__Clostridiales (UID1212)	172	263	149	98.66	0.06	100	2288588	38668	2043	2043	94810	403	329	310	2453	2296
MAG07490	o__Clostridiales (UID1212)	172	263	149	96.64	0	0	1873581	32922	1738	1739	305612	386	327	308	2782	2516
MAG07491	o__Clostridiales (UID1212)	172	263	149	98.66	0.67	0	2336452	24142	2180	2180	33348	376	305	294	3249	3077
MAG07492	f__Bifidobacteriaceae (UID1458)	77	464	220	98.64	0.77	33.33	2215838	24148	1799	1799	80612	419	358	345	3111	3009
MAG07493	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2726522	37326	2561	2561	129909	395	324	309	3309	3089
MAG07494	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2659391	33244	2315	2315	57995	412	339	325	2213	2094
MAG07496	o__Clostridiales (UID1212)	172	263	149	94.63	0	0	2629113	35223	2409	2409	147292	399	332	317	2351	2184
MAG07497	f__Lachnospiraceae (UID1286)	57	420	207	95.13	0.3	66.67	2839597	38752	2613	2613	30239	392	322	307	1962	1805
MAG07500	o__Clostridiales (UID1212)	172	260	146	97.26	0	0	2793575	40047	2584	2585	103077	390	318	303	3870	3549
MAG07501	f__Lachnospiraceae (UID1286)	57	420	207	90.94	0.48	0	2661694	31601	2451	2452	34805	394	328	315	2666	2531
MAG07503	o__Clostridiales (UID1212)	172	263	149	99.33	0.36	100	2706700	37722	2440	2440	56465	397	334	318	2445	2325
MAG07505	f__Enterobacteriaceae (UID5124)	134	1172	336	53.39	0.71	28.57	2265764	25239	2994	2994	2491	286	224	216	1364	1328
MAG07507	o__Clostridiales (UID1226)	155	278	158	81.32	3.27	0	2410034	25814	2280	2280	14004	371	306	294	2293	2164
MAG07508	o__Clostridiales (UID1212)	172	263	149	84.91	3.36	0	2255632	27046	2396	2396	8356	342	279	267	2128	2001
MAG07509	o__Clostridiales (UID1226)	155	274	157	91.95	0.64	0	2546780	33805	2417	2417	24512	386	317	303	2944	2692
MAG07510	c__Deltaproteobacteria (UID3218)	61	284	169	94.31	0.68	0	2516369	18628	2478	2479	8507	369	294	286	1709	1688
MAG07511	k__Bacteria (UID2372)	131	177	106	98.07	0	0	2166002	33080	2179	2179	31107	358	300	285	2590	2384
MAG07512	f__Lachnospiraceae (UID1286)	57	420	207	90.82	0	0	2397829	34673	2263	2263	96268	385	316	300	1728	1627
MAG07517	o__Clostridiales (UID1212)	172	261	147	94.82	0.68	100	2224505	22335	2071	2071	54857	377	314	303	1662	1579
MAG07518	k__Bacteria (UID203)	5449	102	56	61.61	0	0	1814007	18463	1789	1789	14244	368	300	290	2496	2394
MAG07519	o__Clostridiales (UID1212)	172	261	147	85.13	0.71	85.71	2121313	21093	2015	2015	22033	380	310	299	1512	1445
MAG07523	o__Clostridiales (UID1226)	155	278	158	58.45	0	0	2096933	24953	1851	1851	96618	394	334	321	1912	1797
MAG07524	o__Bacteroidales (UID2716)	92	487	270	97.65	2.04	100	2678563	39568	2197	2197	61764	428	357	339	1830	1757
MAG07526	o__Clostridiales (UID1212)	172	263	149	60.15	1.34	50	1876304	23383	2320	2320	2851	311	241	231	1580	1493
MAG07527	k__Bacteria (UID2329)	174	149	89	88.32	2.25	0	1161103	27639	1297	1297	15253	323	269	248	1763	1587
MAG07528	f__Lachnospiraceae (UID1286)	57	420	207	95.53	1.45	20	2882772	36423	2616	2616	57603	398	329	316	2748	2585
MAG07529	o__Clostridiales (UID1226)	155	278	158	79.31	4.32	30	2991911	39092	3062	3062	7094	361	296	283	1423	1344
MAG07530	o__Selenomonadales (UID1024)	64	334	167	99.4	1	0	2620915	35060	2476	2476	62880	386	312	297	3269	3088
MAG07536	f__Bifidobacteriaceae (UID1458)	77	464	220	99.39	0.32	50	2147959	23481	1715	1715	129127	431	367	353	3111	3010
MAG07537	f__Lachnospiraceae (UID1286)	57	420	207	96.99	0.16	100	2429383	34777	2280	2280	23204	390	319	304	1728	1627
MAG07545	f__Lachnospiraceae (UID1286)	57	420	207	73.46	2.17	14.29	2081954	24118	2277	2277	4778	344	277	267	1487	1418
MAG07549	o__Selenomonadales (UID1024)	64	334	167	96.84	2.29	14.29	2467390	25586	2437	2437	18606	363	301	290	3960	3611
MAG07562	g__Prevotella (UID2724)	55	567	296	84.72	2.92	14.29	2936381	44277	2966	2966	6882	374	292	277	1589	1485
MAG07563	o__Clostridiales (UID1212)	172	257	149	98.66	0.13	0	3531802	31377	3439	3439	65751	378	304	295	2046	1943
MAG07568	p__Bacteroidetes (UID2605)	350	314	208	99.28	0.48	0	3519046	41528	2869	2869	285857	440	369	354	2281	2204
MAG07571	k__Bacteria (UID203)	5449	103	57	57.43	0	0	1471035	23011	1773	1773	2976	298	239	226	1290	1220
MAG07576	o__Clostridiales (UID1212)	172	261	147	94.33	0	0	2607432	26372	2512	2512	34514	376	302	291	1864	1793
MAG07577	o__Clostridiales (UID1212)	172	263	149	97.99	0	0	2863624	45776	2757	2757	92276	383	313	296	1528	1455
MAG07583	o__Bacteroidales (UID2657)	160	492	269	95.48	1.41	33.33	3349470	49996	2815	2815	55082	433	360	342	1939	1859
MAG07584	p__Actinobacteria (UID2112)	31	211	124	57.1	1.76	40	1434639	9989	1506	1506	3223	351	275	268	1553	1504
MAG07585	o__Bacteroidales (UID2617)	213	406	265	95.83	0.38	0	2394840	35359	2173	2173	16631	402	335	318	2625	2417
MAG07589	f__Bifidobacteriaceae (UID1462)	65	476	217	94.83	2.43	33.33	2052529	20772	1827	1827	24209	406	329	318	1967	1837
MAG07591	o__Clostridiales (UID1226)	155	278	158	99.37	0.02	100	4647453	61003	4426	4426	56229	379	303	289	2995	2854
MAG07596	o__Clostridiales (UID1342)	32	340	177	71.89	4.35	54.55	4338303	48367	5340	5340	2660	305	242	233	1844	1743
MAG07597	o__Bacteroidales (UID2716)	92	487	270	96.99	0.56	0	2692952	40129	2238	2238	27608	425	355	337	2812	2613
MAG07598	p__Actinobacteria (UID2112)	31	211	124	51.14	2.42	25	1336509	10325	1643	1643	2571	304	235	229	989	976
MAG07604	f__Bifidobacteriaceae (UID1458)	77	464	220	94.62	2.73	30	2110910	22988	1769	1769	68569	418	348	335	3111	3010
MAG07607	o__Clostridiales (UID1226)	155	278	158	99.33	2.22	40	7667804	91767	6747	6747	248764	405	340	326	4805	4521
MAG07611	o__Selenomonadales (UID1024)	64	334	167	79.59	1.72	60	1770482	22591	1881	1881	6416	343	277	265	2233	2023
MAG07616	o__Actinomycetales (UID1530)	622	254	150	99.33	0	0	2300139	20173	1771	1771	245608	424	363	351	2283	2168
MAG07617	f__Actinomycetaceae (UID1531)	42	420	211	81.74	2.32	45.45	1432672	9591	1606	1606	3104	334	262	256	1982	1868
MAG07618	g__Streptococcus (UID576)	61	704	251	89.92	0.65	66.67	1837877	23805	1801	1801	30973	371	308	294	2760	2622
MAG07620	o__Clostridiales (UID1120)	304	250	143	56.97	1.05	0	1138375	16923	1479	1479	2246	291	227	215	1088	1030
MAG07621	g__Streptococcus (UID561)	89	679	295	93.06	0.08	0	1609021	21052	1633	1633	44227	354	298	285	2193	2073
MAG07622	o__Lactobacillales (UID355)	490	336	184	99.18	0	0	2177943	28702	2067	2067	137808	367	305	291	3368	3181
MAG07631	o__Clostridiales (UID1342)	32	340	177	98.68	0	0	6105403	69277	5662	5662	293864	384	321	309	4332	4151
MAG07650	f__Bifidobacteriaceae (UID1462)	65	476	217	99.91	0.46	0	2339061	23807	1930	1930	216396	422	355	343	3173	3078
MAG07651	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2232748	20249	1906	1906	104281	402	342	332	4319	4185
MAG07652	p__Actinobacteria (UID2112)	31	211	124	100	0	0	2457131	20561	2190	2190	97065	379	322	313	2353	2204
MAG07663	o__Clostridiales (UID1120)	304	250	143	99.3	1.17	0	3032874	31911	2619	2619	102633	406	339	327	2911	2687
MAG07664	o__Clostridiales (UID1226)	155	278	158	74	2.55	25	2472731	30881	2274	2274	11289	392	317	303	2406	2281
MAG07665	f__Bifidobacteriaceae (UID1458)	77	464	220	57.64	0.38	100	1205019	12857	955	955	44451	432	371	357	3113	3021
MAG07670	o__Clostridiales (UID1212)	172	261	147	97.7	0.14	100	2438961	24924	2136	2136	15264	386	324	313	2087	1965
MAG07671	p__Bacteroidetes (UID2605)	350	314	208	96.49	0.96	0	2084307	22887	1821	1821	42292	406	331	318	5063	4845
MAG07672	g__Streptococcus (UID684)	26	668	229	91.16	1.97	22.22	2065166	27725	2122	2122	9678	343	281	268	2165	2000
MAG07673	o__Clostridiales (UID1212)	172	263	149	98.66	1.34	0	3228490	42664	3084	3084	43529	377	298	285	3022	2857
MAG07675	c__Deltaproteobacteria (UID3218)	61	284	169	99.41	0.59	0	2555577	18452	2225	2225	67913	406	330	322	3245	3188
MAG07677	o__Clostridiales (UID1212)	172	263	149	97.27	0	0	2213543	27759	2051	2051	329294	385	321	307	2734	2621
MAG07678	k__Bacteria (UID203)	5449	102	56	51.81	2.11	100	1450353	15195	1433	1433	8632	357	297	287	1270	1242
MAG07679	o__Clostridiales (UID1226)	155	278	158	98.25	0.32	100	2771596	32459	2455	2455	75250	407	334	321	2321	2165
MAG07680	o__Clostridiales (UID1212)	172	257	149	97.85	0.67	0	2463611	21483	2423	2423	55296	362	298	289	1957	1840
MAG07681	k__Bacteria (UID203)	5449	104	58	54.23	0	0	989711	8177	1176	1176	3833	322	256	249	1538	1514
MAG07682	p__Actinobacteria (UID2112)	31	211	124	92.74	0.81	0	2179893	19377	1875	1875	60477	398	338	328	2282	2160
MAG07685	f__Bifidobacteriaceae (UID1462)	65	476	217	98.87	0.58	50	2119629	21386	1749	1749	117366	422	355	343	3173	3077
MAG07686	f__Lachnospiraceae (UID1286)	57	420	207	98.21	0	0	3577947	52195	3490	3490	89923	376	303	288	2743	2617
MAG07687	c__Clostridia (UID1118)	387	223	124	92.39	2.42	0	1692266	21208	1675	1675	8595	355	292	279	2668	2564
MAG07688	c__Clostridia (UID1118)	387	223	124	84.41	2.02	33.33	1568724	17193	1854	1854	4423	322	255	245	1761	1678
MAG07689	o__Clostridiales (UID1212)	172	263	149	96.39	0	0	2121188	20842	2082	2082	51862	363	299	289	1514	1454
MAG07691	o__Clostridiales (UID1212)	172	263	149	96.14	0.84	50	1983970	18186	1832	1832	56992	389	324	314	2719	2587
MAG07697	k__Bacteria (UID2982)	88	229	147	90.96	1.84	0	2382644	24705	2311	2311	10064	368	305	294	2494	2413
MAG07698	o__Clostridiales (UID1212)	172	263	149	68.46	0.67	0	1540803	23963	1445	1445	232198	376	311	294	2444	2304
MAG07699	k__Bacteria (UID2329)	174	149	89	93.26	1.28	0	1322603	30111	1368	1369	169938	358	294	271	2059	1831
MAG07700	k__Bacteria (UID2372)	131	177	106	88.21	1.89	0	1639919	25542	1843	1843	11199	322	274	260	3305	3064
MAG07702	o__Clostridiales (UID1226)	155	278	158	99.45	0	0	2716403	34720	2330	2331	58599	423	348	333	3285	3050
MAG07703	o__Clostridiales (UID1212)	172	263	149	97.32	0.22	0	2664983	36147	2478	2478	56421	393	328	313	2354	2181
MAG07705	o__Clostridiales (UID1226)	155	278	158	65.82	0.63	0	1220059	14713	1151	1151	41015	382	318	305	1906	1769
MAG07706	o__Clostridiales (UID1120)	304	250	143	79.58	0	0	1308593	27834	1299	1299	187665	369	301	280	2644	2364
MAG07707	p__Actinobacteria (UID2112)	31	211	124	99.19	0	0	1708607	14107	1442	1442	75002	409	348	338	1739	1659
MAG07708	o__Clostridiales (UID1212)	172	260	146	97.26	0.23	0	2478300	34690	2288	2289	49163	390	321	305	2254	2026
MAG07709	o__Clostridiales (UID1212)	172	263	149	96.98	0	0	2427433	34318	2227	2227	21159	387	320	305	4214	3924
MAG07710	o__Clostridiales (UID1212)	172	261	148	60.07	2.03	0	1764718	21523	1934	1934	4266	344	271	260	1712	1618
MAG07713	o__Clostridiales (UID1212)	172	263	149	62.61	0.89	0	1295818	12962	1523	1523	3459	316	248	239	1961	1845
MAG07714	o__Clostridiales (UID1226)	155	278	158	88.16	0.63	0	2561579	32866	2346	2346	47671	391	329	315	1754	1697
MAG07721	o__Clostridiales (UID1226)	155	278	158	98.42	0	0	4763734	54681	4285	4285	28109	385	323	310	4524	4330
MAG07723	g__Streptococcus (UID684)	26	668	229	99.31	0.15	0	1865121	24560	1866	1866	68802	359	289	276	2166	2000
MAG07726	c__Gammaproteobacteria (UID4442)	899	312	185	99.35	0.57	0	3716434	42160	3467	3467	264113	374	312	300	3258	3046
MAG07728	c__Deltaproteobacteria (UID3218)	61	284	169	100	0	0	4398438	37089	3814	3814	77441	405	325	315	3927	3712
MAG07733	o__Lactobacillales (UID374)	471	350	191	99.48	0	0	2110191	27807	1971	1971	146473	360	301	287	1751	1687
MAG07744	o__Clostridiales (UID1212)	172	263	149	98.66	0.67	0	2785380	44303	2642	2643	129395	383	317	300	2110	2001
MAG07756	o__Clostridiales (UID1342)	32	340	177	61.44	2.69	85.71	3255274	35468	4072	4072	2492	300	237	229	1821	1752
MAG07776	o__Clostridiales (UID1342)	32	340	177	68.7	1.04	75	3798571	42058	4697	4697	2519	307	240	231	1902	1799
MAG07780	g__Bacteroides (UID2691)	33	839	309	98.22	0.4	100	6419020	105778	5071	5071	65307	471	385	364	2303	2157
MAG07795	g__Streptococcus (UID684)	26	668	229	85.07	1.83	28.57	1695899	22775	1974	1974	5830	309	254	243	1465	1401
MAG07797	o__Clostridiales (UID1212)	172	261	147	94.03	2.06	100	2107423	20398	1984	1984	36557	372	308	298	1312	1260
MAG07802	p__Bacteroidetes (UID2605)	350	314	208	99.28	0.48	0	3218975	37777	2647	2647	310336	433	365	350	4987	4762
MAG07819	o__Clostridiales (UID1212)	172	263	149	80.8	1.7	0	2158446	21517	2587	2587	3692	308	240	232	1209	1147
MAG07829	o__Bacteroidales (UID2657)	160	492	269	98.81	0	0	3729281	56124	3070	3070	50848	437	366	348	5627	5268
MAG07831	o__Bacteroidales (UID2654)	163	485	265	57.77	2.98	13.33	2918677	43729	3328	3328	3676	338	261	248	1550	1470
MAG07834	g__Bacteroides (UID2691)	33	839	309	92.46	0.5	0	5929047	96121	4824	4824	64278	462	372	352	5779	5427
MAG07838	c__Deltaproteobacteria (UID3218)	61	284	169	100	0	0	4336704	36544	3813	3813	66559	401	322	312	3932	3718
MAG07839	o__Clostridiales (UID1120)	304	247	141	61.77	0.16	50	1631547	16711	1824	1824	3229	334	262	253	1398	1316
MAG07840	g__Streptococcus (UID684)	26	668	229	54.75	0.18	0	959364	12723	1165	1165	2554	310	245	234	1465	1403
MAG07841	o__Clostridiales (UID1226)	155	278	158	83.57	0.95	100	2060136	22399	1905	1905	12691	375	304	292	1520	1447
MAG07842	f__Lachnospiraceae (UID1286)	57	420	207	89.39	2.17	16.67	2723469	35960	2605	2605	66627	390	317	303	2339	2221
MAG07843	o__Clostridiales (UID1212)	172	261	147	97.96	0	0	2995977	30935	2652	2652	113664	392	329	318	3641	3364
MAG07844	k__Bacteria (UID2372)	131	177	106	95.82	0.71	0	1938309	30445	1967	1967	33798	368	301	285	3089	2883
MAG07845	o__Clostridiales (UID1212)	172	263	149	87.52	0	0	1863236	17021	1846	1846	52960	370	303	293	2645	2512
MAG07846	o__Clostridiales (UID1212)	172	261	147	88.95	0	0	1990098	19642	1818	1818	49347	384	321	310	1950	1837
MAG07847	p__Firmicutes (UID1022)	100	295	158	99.91	0.63	0	1721415	17578	1661	1661	259742	361	306	296	1468	1382
