ID	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)
MAG05887	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2280839	41619	2164	2164	68613	383	311	292	4660	4233
MAG05888	o__Clostridiales (UID1212)	172	263	149	96.03	0	0	2408106	29866	2065	2065	42897	416	346	331	2213	2094
MAG05889	k__Bacteria (UID2982)	88	229	147	72.14	1.02	50	1783767	18274	1972	1972	3856	338	269	259	1658	1589
MAG05890	o__Selenomonadales (UID1024)	64	334	167	99.08	0.9	0	1876546	25272	1914	1914	25219	350	296	283	1431	1345
MAG05891	o__Clostridiales (UID1212)	172	263	149	97.65	0	0	2616884	36349	2342	2342	78230	394	325	309	4237	3931
MAG05892	o__Clostridiales (UID1212)	172	261	147	96.6	0.7	100	2483331	24974	2195	2195	94357	388	330	319	3604	3346
MAG05893	k__Bacteria (UID2328)	3167	126	75	89.33	0	0	1223412	29664	1289	1289	185152	335	285	262	2666	2320
MAG05894	k__Bacteria (UID203)	5449	103	57	55.01	0	0	2069863	28452	2363	2363	3954	331	264	252	2149	2044
MAG05895	o__Clostridiales (UID1212)	172	263	149	58.05	2.15	20	1353629	14396	1673	1673	2517	318	246	237	1088	1039
MAG05896	o__Bacteroidales (UID2621)	198	427	260	94.59	3.69	33.33	4261158	63165	3707	3707	21633	427	345	328	2484	2296
MAG05897	p__Bacteroidetes (UID2605)	350	314	208	99.04	0	0	2259166	24432	1904	1904	236201	414	341	328	2298	2215
MAG05898	o__Bacteroidales (UID2654)	163	486	266	99.25	1.07	0	5110811	80707	4206	4206	143835	449	367	347	2240	2119
MAG05899	o__Clostridiales (UID1212)	172	263	149	98.66	0.22	100	2352283	27610	2279	2279	49172	368	304	292	2457	2285
MAG05900	o__Lactobacillales (UID543)	294	469	262	73.9	2.09	14.29	1253200	16947	1521	1521	4700	301	246	235	1259	1192
MAG05901	o__Clostridiales (UID1212)	172	257	149	86.58	0.84	0	1908421	16793	1816	1816	103221	379	310	301	2189	2067
MAG05902	o__Clostridiales (UID1212)	172	263	149	98.66	0.67	100	2749566	44136	2603	2603	156064	386	319	302	2110	1994
MAG05903	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	2401363	30564	2126	2126	53867	413	338	324	4108	3853
MAG05904	o__Bacteroidales (UID2657)	160	492	269	97.32	0	0	3981118	59035	3184	3184	91917	452	381	362	2124	1976
MAG05905	f__Lachnospiraceae (UID1286)	57	420	207	99.03	0	0	2612429	37773	2425	2425	103723	388	321	305	2117	2010
MAG05906	o__Clostridiales (UID1226)	155	278	158	83.89	0.63	0	2468299	28816	2185	2185	32251	404	333	320	2366	2222
MAG05907	o__Clostridiales (UID1212)	172	261	147	96.18	0.68	0	2394047	24612	2094	2094	11489	387	326	314	2096	1971
MAG05908	o__Clostridiales (UID1226)	155	278	158	92.72	0.95	0	3241051	42010	2760	2760	39911	418	352	337	3615	3320
MAG05909	f__Lachnospiraceae (UID1256)	33	333	171	62.96	0	0	1395515	17257	1274	1274	82091	391	327	314	1534	1468
MAG05910	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2166512	19364	1850	1850	88009	402	339	329	2368	2250
MAG05911	o__Clostridiales (UID1212)	172	263	149	94.63	0.67	0	2337197	31139	2194	2194	54884	380	321	307	2181	2070
MAG05912	o__Clostridiales (UID1212)	172	263	149	91.95	0.66	0	2049100	23759	2048	2048	14238	358	297	285	1562	1462
MAG05913	o__Clostridiales (UID1212)	172	261	147	93.88	0	0	2284630	22871	2084	2084	67126	388	325	314	3510	3255
MAG05914	o__Clostridiales (UID1212)	172	263	149	94.87	0.67	0	2540821	43625	2281	2281	61951	386	328	309	2410	2243
MAG05915	o__Clostridiales (UID1226)	155	278	158	90.93	0.63	0	2361748	27839	2172	2172	39040	386	321	308	1880	1796
MAG05916	f__Enterobacteriaceae (UID5124)	134	1173	336	84.91	2.84	34.38	3824812	43854	4472	4472	4085	316	253	244	1518	1460
MAG05917	k__Bacteria (UID203)	5449	104	58	61.36	3.45	50	1887789	22694	1762	1762	16683	392	321	308	1960	1829
MAG05918	p__Bacteroidetes (UID2605)	350	314	208	95.82	1.44	33.33	1957783	21141	1711	1711	42020	399	328	315	1537	1456
MAG05919	f__Lachnospiraceae (UID1286)	57	420	207	78.31	3.86	25	2176210	26859	2043	2043	13289	388	322	309	2734	2571
MAG05920	p__Actinobacteria (UID2112)	31	211	124	79.66	0.81	0	2503104	19829	2648	2648	4056	352	279	271	1451	1421
MAG05921	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2159887	35110	2056	2056	66528	373	303	286	2591	2472
MAG05922	f__Lachnospiraceae (UID1286)	57	420	207	59.14	2.33	14.29	1738480	19158	1923	1924	3925	335	270	260	1286	1237
MAG05923	o__Clostridiales (UID1212)	172	263	149	75.48	2.68	28.57	1725095	17877	1812	1812	5588	341	277	267	2706	2549
MAG05924	o__Clostridiales (UID1212)	172	263	149	90.03	2.01	25	2613767	47175	2670	2670	6825	376	298	280	7368	6812
MAG05925	o__Clostridiales (UID1212)	172	263	149	84.97	1.4	33.33	2385822	29115	2423	2423	9076	357	292	280	1908	1783
MAG05926	o__Clostridiales (UID1212)	172	263	149	61.49	0.89	50	1682715	19499	1981	1981	4503	309	248	239	1281	1202
MAG05927	o__Clostridiales (UID1212)	172	261	147	51.99	0.68	0	1787867	15726	2101	2101	3326	323	255	247	1154	1132
MAG05928	o__Bacteroidales (UID2617)	213	406	265	78.37	0.75	0	2407354	35786	2536	2536	3426	352	283	269	1469	1406
MAG05929	o__Clostridiales (UID1212)	172	260	146	98.63	0	0	2605269	36824	2393	2394	111832	394	323	308	2948	2750
MAG05930	o__Clostridiales (UID1212)	172	263	149	98.32	0.81	0	2600085	35276	2385	2385	44488	391	332	317	2355	2190
MAG05931	o__Clostridiales (UID1212)	172	261	147	95.91	0	0	2228626	22536	2068	2068	57338	383	315	305	1812	1707
MAG05932	k__Bacteria (UID203)	5449	102	56	74.59	1.79	100	1902635	19221	1909	1909	12669	355	295	285	1430	1387
MAG05933	f__Actinomycetaceae (UID1531)	42	420	211	99.04	0.95	0	2014581	20440	1697	1697	76930	424	350	338	3236	3030
MAG05934	o__Clostridiales (UID1212)	172	263	149	86.24	2.35	75	1714680	15449	1658	1658	27984	383	311	302	2588	2454
MAG05935	p__Bacteroidetes (UID2605)	350	314	208	93.3	0.96	50	2808375	32332	2340	2340	39509	429	361	347	2004	1931
MAG05936	o__Clostridiales (UID1212)	172	263	149	83.85	0.67	0	1782812	21474	2052	2052	4158	329	259	248	2349	2196
MAG05937	f__Bifidobacteriaceae (UID1462)	65	476	217	99.77	0.12	0	2345987	23972	2011	2011	72837	418	343	331	3173	3078
MAG05938	o__Clostridiales (UID1212)	172	263	149	97.32	0.06	100	2594146	29660	2313	2313	86577	406	329	317	8643	8109
MAG05939	k__Bacteria (UID203)	5449	104	58	50.05	3.45	50	1442184	12803	1593	1593	4402	344	270	262	1382	1334
MAG05940	o__Clostridiales (UID1212)	172	263	149	97.32	0	0	1844134	21513	1662	1662	164072	408	337	324	2391	2227
MAG05941	o__Clostridiales (UID1212)	172	263	149	74.5	1.34	0	2141924	27761	1935	1935	55397	386	316	302	2614	2434
MAG05942	o__Selenomonadales (UID1024)	64	334	167	57.13	1.6	20	1383010	17214	1757	1757	2721	302	237	227	1492	1375
MAG05943	k__Bacteria (UID2569)	434	278	186	55.2	1.08	50	2065847	29114	2419	2419	2606	328	257	245	1274	1212
MAG05944	o__Clostridiales (UID1226)	155	278	158	77.73	0.95	100	2070842	26773	1982	1982	8372	393	316	302	3285	3052
MAG05945	k__Bacteria (UID2372)	131	177	106	99.06	0	0	2666828	46296	2778	2778	81199	354	292	275	2829	2582
MAG05946	o__Clostridiales (UID1226)	155	278	158	97.68	2.53	20	2827719	33007	2487	2487	107624	408	335	322	1608	1533
MAG05947	o__Clostridiales (UID1226)	155	278	158	94.74	2.22	50	3811003	48589	3316	3316	43106	398	333	319	3756	3482
MAG05948	o__Bacteroidales (UID2621)	198	427	260	99.42	0.38	0	4613280	69606	3872	3872	158037	431	362	344	2473	2294
MAG05949	k__Bacteria (UID2372)	131	177	106	96.23	0.94	100	1866611	18377	1873	1873	18427	362	298	288	1943	1838
MAG05950	o__Clostridiales (UID1212)	172	263	149	96.64	0	0	2582968	30850	2383	2383	108486	388	314	301	3004	2894
MAG05951	o__Clostridiales (UID1212)	172	261	147	91.65	0.91	50	2747021	24715	2776	2776	8065	359	292	283	1360	1332
MAG05952	k__Bacteria (UID203)	5449	103	57	75.44	3.51	100	1773879	27890	1878	1878	26059	345	287	272	2907	2728
MAG05953	o__Clostridiales (UID1226)	155	278	158	97.15	0.63	0	5896025	69762	5170	5170	135869	401	342	329	4794	4518
MAG05954	o__Clostridiales (UID1212)	172	263	149	93.29	0.67	0	2081073	18343	1987	1987	158831	381	307	297	2833	2754
MAG05955	p__Actinobacteria (UID2112)	31	211	124	98.39	1.88	66.67	3848335	30474	3290	3290	34473	428	336	326	4194	3973
MAG05956	o__Clostridiales (UID1212)	172	263	149	95.97	0	0	2327933	25700	2308	2308	41103	364	297	285	2485	2386
MAG05957	p__Actinobacteria (UID1454)	732	206	120	66.85	1.53	50	1785434	10702	1957	1957	3521	337	268	263	1468	1404
MAG05958	o__Clostridiales (UID1212)	172	263	149	94.63	0.22	0	2521132	22555	2405	2405	35983	387	317	308	2837	2726
MAG05959	k__Bacteria (UID2372)	131	177	106	100	0	0	3386948	59513	3430	3431	47399	358	292	275	4096	3786
MAG05960	o__Clostridiales (UID1226)	155	278	158	94.33	0	0	4381728	49763	3960	3960	22137	386	324	312	4535	4339
MAG05961	p__Actinobacteria (UID2112)	31	211	124	68.01	0.81	0	1335196	9447	1481	1481	3282	325	265	258	1250	1197
MAG05962	o__Clostridiales (UID1212)	172	263	149	97.32	0.34	0	2591812	24798	2543	2543	30800	363	301	292	1398	1357
MAG05963	o__Bacteroidales (UID2657)	160	492	269	88.06	0.5	50	4206937	61902	3525	3525	60846	430	356	339	1958	1864
MAG05964	p__Actinobacteria (UID2112)	31	211	124	100	1.69	66.67	4012111	35257	3269	3269	259891	451	359	348	4265	4050
MAG05965	f__Actinomycetaceae (UID1531)	42	420	211	86.48	1.66	75	1795566	15297	1706	1707	9181	371	302	293	2184	2135
MAG05966	p__Bacteroidetes (UID2605)	350	314	208	99.04	0	0	2866047	35049	2356	2356	408876	416	362	347	2236	2090
MAG05967	o__Lactobacillales (UID544)	293	475	267	98.56	4.24	0	3809515	49818	3736	3736	87776	343	296	282	2765	2619
MAG05968	f__Lachnospiraceae (UID1256)	33	333	171	95.89	0	0	3575021	41549	3353	3353	136071	379	327	315	3718	3505
MAG05969	o__Lactobacillales (UID544)	293	475	267	97.75	0	0	2404217	30718	2378	2378	37311	360	293	280	2255	2075
MAG05970	p__Actinobacteria (UID2112)	31	211	124	100	1.61	50	3362928	27230	2910	2910	117162	415	339	329	1788	1722
MAG05971	o__Clostridiales (UID1226)	155	278	158	93.35	0	0	2915617	35214	2809	2809	123028	380	311	299	3639	3393
MAG05972	o__Selenomonadales (UID1024)	64	334	167	98.78	2.1	0	2330522	29902	2205	2205	208296	383	319	305	2531	2388
MAG05973	f__Lachnospiraceae (UID1256)	33	333	171	94.4	1.27	0	3533297	43184	3362	3363	53452	376	319	306	2461	2370
MAG05974	o__Lactobacillales (UID374)	471	350	191	99.48	0	0	1925560	31891	1923	1923	195979	353	297	281	1541	1405
MAG05975	o__Actinomycetales (UID1530)	622	257	151	85.98	1.32	66.67	2210249	20478	2208	2208	6619	348	279	270	2099	2020
MAG05976	p__Actinobacteria (UID2112)	31	211	124	55.41	2.16	20	1705414	14089	1905	1905	3179	332	262	254	1724	1652
MAG05977	o__Clostridiales (UID1212)	172	263	149	96.64	1.34	0	2686108	27383	2416	2416	70434	391	320	309	2449	2387
MAG05978	o__Clostridiales (UID1226)	155	274	157	93.79	0.13	100	4939021	57447	4547	4548	24383	390	326	313	3321	3215
MAG05979	f__Bifidobacteriaceae (UID1458)	77	464	220	88.51	1.82	0	2825715	29925	2468	2468	67654	410	338	326	3122	3036
MAG05980	g__Streptococcus (UID559)	118	610	282	94.08	1.45	87.5	1703669	23041	1735	1735	36836	355	290	276	1727	1638
MAG05981	o__Clostridiales (UID1212)	172	263	149	99.33	0.67	0	2141891	33899	2010	2010	209692	376	311	294	3284	3012
MAG05982	o__Clostridiales (UID1212)	172	263	149	57.16	4.44	25	1550545	12839	1791	1791	3196	314	253	246	1948	1839
MAG05983	p__Actinobacteria (UID2112)	31	211	124	82.75	0.4	100	3445610	27392	3100	3100	27042	398	321	312	3772	3640
MAG05984	p__Actinobacteria (UID2112)	31	211	124	99.19	0.81	100	1850978	15516	1555	1555	162681	405	349	340	2685	2565
MAG05985	o__Bacteroidales (UID2657)	160	492	269	99.26	0	0	4349879	65354	3494	3494	132818	452	379	361	1966	1873
MAG05986	c__Deltaproteobacteria (UID3218)	61	284	169	98.82	0	0	2982146	25245	2445	2445	206133	413	340	330	3421	3256
MAG05987	o__Clostridiales (UID1212)	172	257	149	95.97	0.67	0	2495568	22045	2382	2382	67368	370	305	296	1966	1855
MAG05988	o__Clostridiales (UID1120)	304	249	142	100	0	0	3263811	60169	3061	3061	60795	359	305	285	2902	2596
MAG05989	g__Streptococcus (UID684)	26	668	229	95.4	1.57	53.33	2110848	29252	2027	2027	47954	370	307	293	3120	2888
MAG05990	g__Lactobacillus (UID436)	31	586	184	98.73	0	0	2733982	30793	2604	2604	54184	355	296	285	1974	1861
MAG05991	k__Bacteria (UID209)	5443	104	58	99.14	0	0	3027841	29266	2757	2757	32141	388	326	316	2798	2681
MAG05992	o__Clostridiales (UID1212)	172	263	149	82.38	0	0	1964657	18305	1952	1952	156957	371	301	291	3266	3151
MAG05993	o__Clostridiales (UID1212)	172	261	147	96.69	0.68	0	2183482	18679	2048	2048	35146	365	313	304	2977	2865
MAG05994	k__Bacteria (UID203)	5449	103	58	66.8	0	0	1517065	16773	1657	1657	5123	347	276	266	1954	1846
MAG05995	c__Clostridia (UID1118)	387	223	124	95.97	0	0	2679352	30974	2502	2502	228827	379	322	310	4478	4244
MAG05996	o__Clostridiales (UID1120)	304	249	142	99.27	0.59	0	4740180	62338	4518	4518	249467	387	313	299	4089	3824
MAG05997	o__Clostridiales (UID1120)	304	247	141	93.97	1.42	0	2136143	28601	2016	2016	50608	395	323	309	2880	2713
MAG05998	o__Clostridiales (UID1342)	32	340	177	92.11	0.19	100	4825361	52181	4526	4526	18670	372	314	302	3870	3734
MAG05999	p__Bacteroidetes (UID2605)	350	314	208	92.28	0	0	2525889	30097	2130	2130	57033	419	349	335	2246	2106
MAG06000	o__Clostridiales (UID1212)	172	261	147	91.34	1.7	66.67	2958425	25942	3051	3051	7358	351	290	281	2119	2065
MAG06001	o__Clostridiales (UID1120)	304	250	143	97.55	0.7	0	2864405	34322	2689	2689	153327	375	318	305	6678	6284
MAG06002	f__Actinomycetaceae (UID1531)	42	420	211	94.24	1.7	80	2341177	15754	1952	1952	32492	418	350	342	3083	3016
MAG06003	p__Actinobacteria (UID2112)	31	211	124	94.72	0.9	50	2629295	21522	2163	2163	55143	411	340	330	3881	3638
MAG06004	f__Enterobacteriaceae (UID5124)	134	1173	336	94.66	0.53	75	4181287	46411	3992	3992	26842	367	302	290	1654	1576
MAG06005	o__Clostridiales (UID1212)	172	263	149	98.79	1.57	100	2643465	27770	2466	2466	32060	374	303	291	4100	3905
MAG06006	o__Clostridiales (UID1212)	172	263	149	56.15	1.34	0	1093449	12975	1234	1234	2505	309	239	229	1170	1151
MAG06007	o__Clostridiales (UID1212)	172	257	149	92.73	1.48	0	3170357	27617	3148	3148	30724	369	300	291	3052	2957
MAG06008	p__Proteobacteria (UID3887)	1487	255	158	58.19	0.69	0	1457436	16934	1773	1773	2467	315	246	236	1309	1184
MAG06009	o__Clostridiales (UID1212)	172	263	149	51.29	1.57	0	1643419	19128	1813	1813	2428	331	257	246	1799	1705
MAG06010	k__Bacteria (UID2982)	88	229	147	97.96	0	0	2663425	28413	2228	2228	110725	411	351	338	3153	2940
MAG06011	f__Lachnospiraceae (UID1256)	33	333	171	97.43	2.44	0	3167283	31852	3089	3089	119617	380	310	300	2293	2148
MAG06012	k__Bacteria (UID203)	5449	102	56	70.54	0.89	100	2111826	21066	2110	2110	11815	352	292	282	2952	2844
MAG06013	f__Bifidobacteriaceae (UID1462)	65	476	217	90.32	0.61	66.67	2038170	20835	1634	1634	118422	432	366	354	3173	3078
MAG06014	c__Deltaproteobacteria (UID3218)	61	284	169	90.66	0.71	0	3770082	31757	3852	3852	5493	361	280	272	1590	1518
MAG06015	o__Clostridiales (UID1212)	172	263	149	100	1.5	0	3272985	42595	2891	2891	60675	387	317	302	2685	2550
MAG06016	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2242716	20077	1908	1908	123609	399	342	331	2602	2508
MAG06017	o__Bacteroidales (UID2657)	160	492	269	97.37	0	0	3290364	48586	2750	2750	57781	426	359	342	3281	3110
MAG06018	o__Clostridiales (UID1226)	155	278	158	97.47	0.02	100	2544517	27673	2217	2217	40377	391	332	319	4493	4325
MAG06019	f__Lachnospiraceae (UID1286)	57	420	207	97.34	0	0	2794871	40564	2628	2628	44526	385	314	299	1797	1707
MAG06020	k__Bacteria (UID203)	5449	104	58	82.24	0	0	4789733	75843	3905	3905	75805	449	369	349	1984	1882
MAG06021	f__Lachnospiraceae (UID1256)	33	333	171	78.36	0.58	0	2274312	28200	2125	2125	120941	392	326	312	2559	2440
MAG06022	o__Clostridiales (UID1212)	172	263	149	98.32	0	0	2545041	30025	2342	2342	184800	381	321	308	2521	2398
MAG06023	g__Streptococcus (UID684)	26	668	229	99.82	0.66	0	2222583	30363	2065	2065	69808	380	317	302	4461	4136
MAG06024	k__Bacteria (UID203)	5449	104	58	70.52	0	0	3720024	54438	3276	3276	15306	423	345	329	1966	1875
MAG06025	o__Clostridiales (UID1226)	155	278	158	88.73	3.48	14.29	2822468	33428	2575	2575	42991	398	324	311	2150	1995
MAG06026	o__Clostridiales (UID1226)	155	278	158	72.17	3.27	30.77	2092242	23789	2331	2331	3875	329	261	251	2098	2015
MAG06027	p__Bacteroidetes (UID2605)	350	314	208	94.23	0.96	0	2173173	24065	1882	1882	106021	403	331	318	2046	1926
MAG06028	f__Bifidobacteriaceae (UID1458)	77	464	220	54.58	0.98	50	1203466	12660	977	977	22655	430	357	344	3113	3019
MAG06029	f__Lachnospiraceae (UID1256)	33	333	171	98.83	0	0	2471772	31462	2197	2197	56904	413	335	320	4108	3853
MAG06030	o__Clostridiales (UID1226)	155	278	158	92.18	0.47	50	2551473	30019	2363	2363	23050	383	317	304	1880	1798
MAG06031	o__Clostridiales (UID1212)	172	261	147	95.92	0.34	100	3264485	34407	2897	2897	100839	390	329	317	3625	3353
MAG06032	p__Bacteroidetes (UID2605)	350	314	208	99	0.1	100	3088649	37079	2536	2536	78346	434	366	351	5063	4844
MAG06033	k__Bacteria (UID2372)	131	177	106	97.17	0	0	3038397	53174	3353	3353	20541	332	268	252	2949	2712
MAG06034	o__Clostridiales (UID1212)	172	263	149	97.32	0	0	1867053	21826	1723	1723	243039	400	329	316	2391	2228
MAG06035	o__Clostridiales (UID1226)	155	274	157	99.84	0.16	100	2467139	32783	2421	2421	63083	377	310	296	2654	2490
MAG06036	o__Clostridiales (UID1212)	172	263	149	93.62	0.67	0	2131050	27464	2039	2039	18760	372	312	298	2178	2070
MAG06037	o__Clostridiales (UID1226)	155	278	158	86.71	3.16	33.33	2842188	33790	2891	2891	8155	362	294	283	2663	2565
MAG06038	o__Selenomonadales (UID1024)	64	334	167	99.98	1.5	0	2245337	28644	2092	2092	42846	386	322	308	5629	5171
MAG06039	o__Bacteroidales (UID2657)	160	492	269	98.83	1.12	25	4970662	74685	4132	4132	137174	428	360	342	1958	1864
MAG06040	f__Lachnospiraceae (UID1256)	33	333	171	67.12	3.02	22.22	2091036	22949	2462	2462	4580	318	258	249	1343	1295
MAG06041	f__Lachnospiraceae (UID1255)	90	354	174	89.68	2.51	12.5	2716728	34246	2438	2438	39116	395	328	314	2925	2704
MAG06042	o__Bacteroidales (UID2654)	163	486	266	98.18	0	0	4709229	74600	3744	3744	188585	457	380	360	1893	1812
MAG06043	f__Lachnospiraceae (UID1256)	33	333	171	87.82	0.94	71.43	2279434	27806	2202	2202	29545	370	306	294	2454	2271
MAG06044	o__Bacteroidales (UID2621)	198	427	260	99.04	0.51	0	4819457	73470	4008	4008	123730	438	366	348	3065	2835
MAG06045	p__Actinobacteria (UID2112)	31	211	124	94.49	1.34	0	3346569	27255	3208	3208	13095	381	303	295	3017	2904
MAG06046	o__Clostridiales (UID1226)	155	278	158	91.96	0.63	0	2392556	27208	2166	2166	30638	392	322	309	2321	2165
MAG06047	o__Clostridiales (UID1212)	172	263	149	51.08	0.39	0	1589736	28069	1929	1929	2639	322	251	237	1850	1708
MAG06048	o__Clostridiales (UID1226)	155	278	158	52.38	0.16	0	1466079	15480	1761	1761	3091	311	249	240	1285	1230
MAG06049	o__Clostridiales (UID1212)	172	263	149	99.33	0	0	3294838	36335	2982	2982	147073	387	313	301	4090	3901
MAG06050	k__Bacteria (UID203)	5449	103	57	72.46	0	0	2035611	35058	2109	2109	7592	341	285	268	1726	1604
MAG06051	o__Clostridiales (UID1226)	155	278	158	89.83	0.34	100	3595656	46113	3291	3291	44687	389	316	302	2995	2855
MAG06052	o__Clostridiales (UID1212)	172	261	147	76.57	1.3	100	1722592	16797	1894	1894	6686	330	268	259	1312	1262
MAG06053	o__Clostridiales (UID1212)	172	263	149	89.41	1.68	33.33	2503250	40071	2441	2441	20689	379	310	294	2110	2000
MAG06054	k__Bacteria (UID2982)	88	229	147	97.96	0	0	2775739	29893	2337	2337	285439	411	349	336	3153	2942
MAG06055	o__Bacteroidales (UID2654)	163	486	266	88.98	0.85	100	4660450	71352	3864	3864	27305	433	353	335	1893	1812
MAG06056	f__Enterobacteriaceae (UID5121)	138	1162	336	98.21	0.48	0	5057924	54989	4719	4719	209824	377	318	307	2861	2746
MAG06057	o__Clostridiales (UID1342)	32	340	177	97.3	1.21	66.67	5781739	65263	5497	5497	35219	376	315	304	4279	4067
MAG06058	f__Bifidobacteriaceae (UID1462)	65	476	217	89.25	0.67	100	2116288	21343	1871	1871	19165	406	330	319	2573	2429
MAG06059	o__Selenomonadales (UID1024)	64	334	167	99.4	1.5	0	2064644	25290	1936	1936	60086	379	318	305	1461	1386
MAG06060	k__Bacteria (UID203)	5449	104	58	75.86	0	0	3594232	42408	3346	3346	186539	380	317	304	2368	2195
MAG06061	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0.1	0	3202582	39848	3094	3094	164444	380	313	300	2292	2181
MAG06062	o__Bacteroidales (UID2657)	160	492	269	99.24	0.56	50	4539607	68045	3744	3744	176353	446	368	350	1966	1873
MAG06063	p__Proteobacteria (UID3887)	1487	255	158	100	0.79	0	2810056	33474	2603	2603	73876	389	319	306	6339	5885
MAG06064	o__Bacteroidales (UID2621)	198	427	260	98.76	0.38	0	4867563	72557	4142	4142	59136	430	354	336	3236	3016
MAG06065	c__Deltaproteobacteria (UID3218)	61	284	169	81.34	0.13	0	3005672	24674	3214	3214	3877	348	269	261	1483	1439
MAG06066	o__Clostridiales (UID1212)	172	261	147	98.64	0	0	3373991	33514	3075	3075	182682	394	330	319	2502	2405
MAG06067	o__Bacteroidales (UID2657)	160	492	269	96.7	0.74	0	3790587	57644	3127	3127	89793	436	366	348	1962	1876
MAG06068	p__Bacteroidetes (UID2605)	350	314	208	98.8	0.48	0	3124706	36654	2566	2566	383198	436	366	352	2034	1949
MAG06069	o__Lactobacillales (UID544)	293	475	267	99.18	0	0	2238392	27695	2206	2206	22043	356	293	281	1451	1398
MAG06070	f__Lachnospiraceae (UID1256)	33	333	171	96.19	4.19	0	3342563	35779	3318	3318	38014	374	303	292	2539	2377
MAG06071	o__Clostridiales (UID1212)	172	263	149	99.33	2.01	0	2667777	35550	2557	2557	53689	373	314	300	2181	2071
MAG06072	k__Bacteria (UID203)	5449	103	57	72.26	0	0	2606795	33124	2482	2482	15387	380	315	301	2111	2009
MAG06073	o__Clostridiales (UID1212)	172	257	149	98.32	0.67	0	2398172	21795	2333	2333	97553	376	304	295	2189	2065
MAG06074	f__Bifidobacteriaceae (UID1462)	65	476	217	93.35	0.54	0	2298678	23038	1986	1986	33446	413	337	325	3154	3061
MAG06075	o__Clostridiales (UID1212)	172	263	149	77.13	3.91	85.71	2035083	20467	2118	2118	9440	337	272	262	3115	2948
MAG06076	o__Clostridiales (UID1212)	172	263	149	91.95	0	0	2411812	27302	2150	2150	80979	401	329	316	9045	8492
MAG06077	p__Actinobacteria (UID2112)	31	211	124	95.46	0.15	50	1905807	16204	1561	1561	85744	420	349	339	3450	3348
MAG06078	k__Bacteria (UID2982)	88	229	147	97.96	0	0	2765755	29408	2385	2385	212580	408	342	330	3154	2943
MAG06079	o__Clostridiales (UID1212)	172	263	149	92.5	2.68	20	2480005	30084	2388	2388	12812	375	309	297	1762	1674
MAG06080	o__Clostridiales (UID1212)	172	261	147	92.51	2.72	83.33	2020516	20002	1892	1892	27070	377	313	302	1667	1587
MAG06081	o__Clostridiales (UID1226)	155	278	158	95.86	0.63	0	3279965	39535	2968	2968	47736	389	331	317	3751	3613
MAG06082	p__Actinobacteria (UID2112)	31	211	124	92.21	0.35	0	2284652	19162	2004	2004	69601	379	327	318	2337	2193
MAG06083	o__Lactobacillales (UID375)	177	350	163	69.22	0.7	50	1485565	19641	1844	1844	3141	309	242	231	3207	3008
MAG06084	c__Deltaproteobacteria (UID3218)	61	284	169	99.41	0	0	4240695	35618	3794	3794	42238	401	316	307	4147	3927
MAG06085	f__Lachnospiraceae (UID1255)	90	354	174	68.58	0.57	0	2096114	26382	1833	1833	62620	402	335	320	2925	2705
MAG06086	k__Bacteria (UID203)	5449	103	57	89.47	4.15	6.25	2587438	32478	2315	2315	24909	378	311	297	2093	1965
MAG06087	f__Bifidobacteriaceae (UID1462)	65	476	217	69.2	0	0	1436696	13215	1152	1152	216908	436	358	346	3134	3038
MAG06088	p__Firmicutes (UID1022)	100	295	158	100	0.63	0	2399928	40437	2325	2325	97067	355	308	291	2338	2124
MAG06089	o__Clostridiales (UID1212)	172	261	147	97.11	0.68	0	2380551	24427	2118	2118	12277	385	321	309	1519	1452
MAG06090	o__Clostridiales (UID1226)	155	278	158	81.87	3.38	14.29	2740729	35628	2592	2592	8198	386	320	306	3938	3618
MAG06091	o__Clostridiales (UID1226)	155	278	158	87.22	1.27	0	2278442	26686	2038	2038	129181	403	331	318	1608	1533
MAG06092	o__Clostridiales (UID1212)	172	263	149	89.04	2.03	25	1684446	14182	1681	1681	14184	371	297	288	2860	2781
MAG06093	o__Clostridiales (UID1212)	172	263	149	98.32	0	0	2439499	28619	2238	2238	149378	382	322	309	2439	2265
MAG06094	k__Bacteria (UID203)	5449	102	56	55.36	0.89	100	1977227	19975	1930	1930	13420	367	301	291	2512	2414
MAG06095	o__Clostridiales (UID1226)	155	278	158	96.73	0	0	2672642	29622	2360	2360	52069	391	328	315	4486	4315
MAG06096	o__Clostridiales (UID1226)	155	278	158	89.71	1.9	0	2527432	26216	2551	2551	13978	365	300	289	3740	3635
MAG06097	o__Clostridiales (UID1226)	155	278	158	90.98	0.9	25	2432506	29250	2200	2200	76706	390	328	315	1880	1796
MAG06098	o__Clostridiales (UID1212)	172	261	147	90.29	1.36	100	2264684	23155	2173	2173	33132	377	308	297	3498	3355
