ID	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	SGB_id
MAG05115	110_2	0.05	average	ANImf	110	SGB110
MAG05116	460_1	0.05	average	ANImf	460	SGB460
MAG05117	675_1	0.05	average	ANImf	675	SGB675
MAG05118	703_1	0.05	average	ANImf	703	SGB703
MAG05119	316_2	0.05	average	ANImf	316	SGB316
MAG05120	440_1	0.05	average	ANImf	440	SGB440
MAG05121	171_1	0.05	average	ANImf	171	SGB171
MAG05122	247_1	0.05	average	ANImf	247	SGB247
MAG05123	711_1	0.05	average	ANImf	711	SGB711
MAG05124	174_1	0.05	average	ANImf	174	SGB174
MAG05125	426_2	0.05	average	ANImf	426	SGB426
MAG05126	225_1	0.05	average	ANImf	225	SGB225
MAG05127	592_13	0.05	average	ANImf	592	SGB592
MAG05128	332_1	0.05	average	ANImf	332	SGB332
MAG05129	144_1	0.05	average	ANImf	144	SGB144
MAG05130	216_1	0.05	average	ANImf	216	SGB216
MAG05131	511_1	0.05	average	ANImf	511	SGB511
MAG05132	605_1	0.05	average	ANImf	605	SGB605
MAG05133	14_1	0.05	average	ANImf	14	SGB14
MAG05134	689_1	0.05	average	ANImf	689	SGB689
MAG05135	182_2	0.05	average	ANImf	182	SGB182
MAG05136	49_2	0.05	average	ANImf	49	SGB49
MAG05137	556_1	0.05	average	ANImf	556	SGB556
MAG05138	671_1	0.05	average	ANImf	671	SGB671
MAG05139	204_1	0.05	average	ANImf	204	SGB204
MAG05140	75_2	0.05	average	ANImf	75	SGB75
MAG05141	104_1	0.05	average	ANImf	104	SGB104
MAG05142	564_1	0.05	average	ANImf	564	SGB564
MAG05143	203_1	0.05	average	ANImf	203	SGB203
MAG05144	860_1	0.05	average	ANImf	860	SGB860
MAG05145	703_1	0.05	average	ANImf	703	SGB703
MAG05146	747_1	0.05	average	ANImf	747	SGB747
MAG05147	684_1	0.05	average	ANImf	684	SGB684
MAG05148	687_1	0.05	average	ANImf	687	SGB687
MAG05149	217_1	0.05	average	ANImf	217	SGB217
MAG05150	235_1	0.05	average	ANImf	235	SGB235
MAG05151	150_1	0.05	average	ANImf	150	SGB150
MAG05152	61_1	0.05	average	ANImf	61	SGB61
MAG05153	586_1	0.05	average	ANImf	586	SGB586
MAG05154	589_1	0.05	average	ANImf	589	SGB589
MAG05155	739_2	0.05	average	ANImf	739	SGB739
MAG05156	474_1	0.05	average	ANImf	474	SGB474
MAG05157	731_1	0.05	average	ANImf	731	SGB731
MAG05158	675_1	0.05	average	ANImf	675	SGB675
MAG05159	693_1	0.05	average	ANImf	693	SGB693
MAG05160	123_2	0.05	average	ANImf	123	SGB123
MAG05161	608_1	0.05	average	ANImf	608	SGB608
MAG05162	20_4	0.05	average	ANImf	20	SGB20
MAG05163	261_1	0.05	average	ANImf	261	SGB261
MAG05164	700_2	0.05	average	ANImf	700	SGB700
MAG05165	40_1	0.05	average	ANImf	40	SGB40
MAG05166	843_3	0.05	average	ANImf	843	SGB843
MAG05167	861_1	0.05	average	ANImf	861	SGB861
MAG05168	333_2	0.05	average	ANImf	333	SGB333
MAG05169	592_18	0.05	average	ANImf	592	SGB592
MAG05170	274_1	0.05	average	ANImf	274	SGB274
MAG05171	202_1	0.05	average	ANImf	202	SGB202
MAG05172	334_2	0.05	average	ANImf	334	SGB334
MAG05173	711_1	0.05	average	ANImf	711	SGB711
MAG05174	570_1	0.05	average	ANImf	570	SGB570
MAG05175	782_2	0.05	average	ANImf	782	SGB782
MAG05176	91_1	0.05	average	ANImf	91	SGB91
MAG05177	844_1	0.05	average	ANImf	844	SGB844
MAG05178	251_1	0.05	average	ANImf	251	SGB251
MAG05179	666_1	0.05	average	ANImf	666	SGB666
MAG05180	257_1	0.05	average	ANImf	257	SGB257
MAG05181	39_1	0.05	average	ANImf	39	SGB39
MAG05182	434_1	0.05	average	ANImf	434	SGB434
MAG05183	200_1	0.05	average	ANImf	200	SGB200
MAG05184	762_1	0.05	average	ANImf	762	SGB762
MAG05185	354_1	0.05	average	ANImf	354	SGB354
MAG05186	36_1	0.05	average	ANImf	36	SGB36
MAG05187	497_1	0.05	average	ANImf	497	SGB497
MAG05188	451_1	0.05	average	ANImf	451	SGB451
MAG05189	305_1	0.05	average	ANImf	305	SGB305
MAG05190	122_1	0.05	average	ANImf	122	SGB122
MAG05191	180_1	0.05	average	ANImf	180	SGB180
MAG05192	239_1	0.05	average	ANImf	239	SGB239
MAG05193	274_1	0.05	average	ANImf	274	SGB274
MAG05194	192_1	0.05	average	ANImf	192	SGB192
MAG05195	758_1	0.05	average	ANImf	758	SGB758
MAG05196	434_1	0.05	average	ANImf	434	SGB434
MAG05197	460_1	0.05	average	ANImf	460	SGB460
MAG05198	576_1	0.05	average	ANImf	576	SGB576
MAG05199	442_1	0.05	average	ANImf	442	SGB442
MAG05200	251_1	0.05	average	ANImf	251	SGB251
MAG05201	843_3	0.05	average	ANImf	843	SGB843
MAG05202	241_1	0.05	average	ANImf	241	SGB241
MAG05203	676_1	0.05	average	ANImf	676	SGB676
MAG05204	260_1	0.05	average	ANImf	260	SGB260
MAG05205	608_1	0.05	average	ANImf	608	SGB608
MAG05206	247_1	0.05	average	ANImf	247	SGB247
MAG05207	216_1	0.05	average	ANImf	216	SGB216
MAG05208	605_1	0.05	average	ANImf	605	SGB605
MAG05209	440_1	0.05	average	ANImf	440	SGB440
MAG05210	782_2	0.05	average	ANImf	782	SGB782
MAG05211	423_1	0.05	average	ANImf	423	SGB423
MAG05212	110_2	0.05	average	ANImf	110	SGB110
MAG05213	220_2	0.05	average	ANImf	220	SGB220
MAG05214	675_1	0.05	average	ANImf	675	SGB675
MAG05215	202_1	0.05	average	ANImf	202	SGB202
MAG05216	40_1	0.05	average	ANImf	40	SGB40
MAG05217	604_1	0.05	average	ANImf	604	SGB604
MAG05218	17_1	0.05	average	ANImf	17	SGB17
MAG05219	592_17	0.05	average	ANImf	592	SGB592
MAG05220	225_1	0.05	average	ANImf	225	SGB225
MAG05221	511_1	0.05	average	ANImf	511	SGB511
MAG05222	123_2	0.05	average	ANImf	123	SGB123
MAG05223	714_1	0.05	average	ANImf	714	SGB714
MAG05224	711_1	0.05	average	ANImf	711	SGB711
MAG05225	256_1	0.05	average	ANImf	256	SGB256
MAG05226	145_2	0.05	average	ANImf	145	SGB145
MAG05227	438_1	0.05	average	ANImf	438	SGB438
MAG05228	774_2	0.05	average	ANImf	774	SGB774
MAG05229	305_1	0.05	average	ANImf	305	SGB305
MAG05230	203_1	0.05	average	ANImf	203	SGB203
MAG05231	239_1	0.05	average	ANImf	239	SGB239
MAG05232	208_1	0.05	average	ANImf	208	SGB208
MAG05233	438_1	0.05	average	ANImf	438	SGB438
MAG05234	832_1	0.05	average	ANImf	832	SGB832
MAG05235	604_1	0.05	average	ANImf	604	SGB604
MAG05236	247_1	0.05	average	ANImf	247	SGB247
MAG05237	241_1	0.05	average	ANImf	241	SGB241
MAG05238	202_1	0.05	average	ANImf	202	SGB202
MAG05239	609_3	0.05	average	ANImf	609	SGB609
MAG05240	608_1	0.05	average	ANImf	608	SGB608
MAG05241	262_2	0.05	average	ANImf	262	SGB262
MAG05242	511_2	0.05	average	ANImf	511	SGB511
MAG05243	274_1	0.05	average	ANImf	274	SGB274
MAG05244	216_1	0.05	average	ANImf	216	SGB216
MAG05245	144_1	0.05	average	ANImf	144	SGB144
MAG05246	261_1	0.05	average	ANImf	261	SGB261
MAG05247	442_1	0.05	average	ANImf	442	SGB442
MAG05248	387_1	0.05	average	ANImf	387	SGB387
MAG05249	516_1	0.05	average	ANImf	516	SGB516
MAG05250	573_2	0.05	average	ANImf	573	SGB573
MAG05251	146_1	0.05	average	ANImf	146	SGB146
MAG05252	478_1	0.05	average	ANImf	478	SGB478
MAG05253	205_1	0.05	average	ANImf	205	SGB205
MAG05254	220_3	0.05	average	ANImf	220	SGB220
MAG05255	437_1	0.05	average	ANImf	437	SGB437
MAG05256	251_1	0.05	average	ANImf	251	SGB251
MAG05257	252_1	0.05	average	ANImf	252	SGB252
MAG05258	402_1	0.05	average	ANImf	402	SGB402
MAG05259	150_1	0.05	average	ANImf	150	SGB150
MAG05260	711_1	0.05	average	ANImf	711	SGB711
MAG05261	387_1	0.05	average	ANImf	387	SGB387
MAG05262	714_1	0.05	average	ANImf	714	SGB714
MAG05263	191_1	0.05	average	ANImf	191	SGB191
MAG05264	767_1	0.05	average	ANImf	767	SGB767
MAG05265	203_1	0.05	average	ANImf	203	SGB203
MAG05266	515_1	0.05	average	ANImf	515	SGB515
MAG05267	460_1	0.05	average	ANImf	460	SGB460
MAG05268	251_1	0.05	average	ANImf	251	SGB251
MAG05269	511_1	0.05	average	ANImf	511	SGB511
MAG05270	731_1	0.05	average	ANImf	731	SGB731
MAG05271	238_2	0.05	average	ANImf	238	SGB238
MAG05272	280_1	0.05	average	ANImf	280	SGB280
MAG05273	608_1	0.05	average	ANImf	608	SGB608
MAG05274	276_2	0.05	average	ANImf	276	SGB276
MAG05275	225_1	0.05	average	ANImf	225	SGB225
MAG05276	762_1	0.05	average	ANImf	762	SGB762
MAG05277	782_2	0.05	average	ANImf	782	SGB782
MAG05278	40_1	0.05	average	ANImf	40	SGB40
MAG05279	35_1	0.05	average	ANImf	35	SGB35
MAG05280	481_0	0.05	average	ANImf	481	SGB481
MAG05281	274_1	0.05	average	ANImf	274	SGB274
MAG05282	774_2	0.05	average	ANImf	774	SGB774
MAG05283	187_1	0.05	average	ANImf	187	SGB187
MAG05284	423_1	0.05	average	ANImf	423	SGB423
MAG05285	144_1	0.05	average	ANImf	144	SGB144
MAG05286	406_1	0.05	average	ANImf	406	SGB406
MAG05287	241_1	0.05	average	ANImf	241	SGB241
MAG05288	237_1	0.05	average	ANImf	237	SGB237
MAG05289	707_2	0.05	average	ANImf	707	SGB707
MAG05290	689_1	0.05	average	ANImf	689	SGB689
MAG05291	150_1	0.05	average	ANImf	150	SGB150
MAG05292	305_1	0.05	average	ANImf	305	SGB305
MAG05293	739_2	0.05	average	ANImf	739	SGB739
MAG05294	239_1	0.05	average	ANImf	239	SGB239
MAG05295	17_1	0.05	average	ANImf	17	SGB17
MAG05296	671_1	0.05	average	ANImf	671	SGB671
MAG05297	202_1	0.05	average	ANImf	202	SGB202
MAG05298	700_1	0.05	average	ANImf	700	SGB700
MAG05299	592_17	0.05	average	ANImf	592	SGB592
MAG05300	192_1	0.05	average	ANImf	192	SGB192
MAG05301	216_1	0.05	average	ANImf	216	SGB216
MAG05302	484_1	0.05	average	ANImf	484	SGB484
MAG05303	497_1	0.05	average	ANImf	497	SGB497
MAG05304	402_1	0.05	average	ANImf	402	SGB402
MAG05305	49_2	0.05	average	ANImf	49	SGB49
MAG05306	605_1	0.05	average	ANImf	605	SGB605
MAG05307	516_1	0.05	average	ANImf	516	SGB516
MAG05308	196_1	0.05	average	ANImf	196	SGB196
MAG05309	609_3	0.05	average	ANImf	609	SGB609
MAG05310	40_1	0.05	average	ANImf	40	SGB40
MAG05311	707_2	0.05	average	ANImf	707	SGB707
MAG05312	332_1	0.05	average	ANImf	332	SGB332
MAG05313	700_2	0.05	average	ANImf	700	SGB700
MAG05314	257_1	0.05	average	ANImf	257	SGB257
MAG05315	14_1	0.05	average	ANImf	14	SGB14
MAG05316	306_0	0.05	average	ANImf	306	SGB306
MAG05317	739_4	0.05	average	ANImf	739	SGB739
MAG05318	144_1	0.05	average	ANImf	144	SGB144
MAG05319	732_1	0.05	average	ANImf	732	SGB732
MAG05320	676_1	0.05	average	ANImf	676	SGB676
MAG05321	140_1	0.05	average	ANImf	140	SGB140
MAG05322	511_2	0.05	average	ANImf	511	SGB511
MAG05323	435_1	0.05	average	ANImf	435	SGB435
MAG05324	460_1	0.05	average	ANImf	460	SGB460
MAG05325	423_1	0.05	average	ANImf	423	SGB423
MAG05326	438_1	0.05	average	ANImf	438	SGB438
MAG05327	782_2	0.05	average	ANImf	782	SGB782
MAG05328	216_1	0.05	average	ANImf	216	SGB216
MAG05329	605_1	0.05	average	ANImf	605	SGB605
MAG05330	442_1	0.05	average	ANImf	442	SGB442
MAG05331	237_1	0.05	average	ANImf	237	SGB237
MAG05332	202_1	0.05	average	ANImf	202	SGB202
MAG05333	389_2	0.05	average	ANImf	389	SGB389
MAG05334	772_1	0.05	average	ANImf	772	SGB772
MAG05335	274_1	0.05	average	ANImf	274	SGB274
MAG05336	180_1	0.05	average	ANImf	180	SGB180
MAG05337	608_1	0.05	average	ANImf	608	SGB608
MAG05338	440_1	0.05	average	ANImf	440	SGB440
MAG05339	509_1	0.05	average	ANImf	509	SGB509
MAG05340	276_2	0.05	average	ANImf	276	SGB276
MAG05341	407_1	0.05	average	ANImf	407	SGB407
MAG05342	592_42	0.05	average	ANImf	592	SGB592
MAG05343	762_1	0.05	average	ANImf	762	SGB762
MAG05344	261_1	0.05	average	ANImf	261	SGB261
MAG05345	714_1	0.05	average	ANImf	714	SGB714
MAG05346	428_1	0.05	average	ANImf	428	SGB428
MAG05347	667_1	0.05	average	ANImf	667	SGB667
MAG05348	402_1	0.05	average	ANImf	402	SGB402
MAG05349	751_1	0.05	average	ANImf	751	SGB751
MAG05350	453_1	0.05	average	ANImf	453	SGB453
MAG05351	758_1	0.05	average	ANImf	758	SGB758
MAG05352	747_1	0.05	average	ANImf	747	SGB747
MAG05353	567_1	0.05	average	ANImf	567	SGB567
MAG05354	671_1	0.05	average	ANImf	671	SGB671
MAG05355	711_1	0.05	average	ANImf	711	SGB711
MAG05356	684_1	0.05	average	ANImf	684	SGB684
MAG05357	334_2	0.05	average	ANImf	334	SGB334
MAG05358	40_1	0.05	average	ANImf	40	SGB40
MAG05359	192_1	0.05	average	ANImf	192	SGB192
MAG05360	609_3	0.05	average	ANImf	609	SGB609
MAG05361	326_1	0.05	average	ANImf	326	SGB326
MAG05362	202_1	0.05	average	ANImf	202	SGB202
MAG05363	199_1	0.05	average	ANImf	199	SGB199
MAG05364	305_1	0.05	average	ANImf	305	SGB305
MAG05365	567_1	0.05	average	ANImf	567	SGB567
MAG05366	324_1	0.05	average	ANImf	324	SGB324
MAG05367	14_1	0.05	average	ANImf	14	SGB14
MAG05368	182_2	0.05	average	ANImf	182	SGB182
MAG05369	333_2	0.05	average	ANImf	333	SGB333
MAG05370	438_1	0.05	average	ANImf	438	SGB438
MAG05371	440_1	0.05	average	ANImf	440	SGB440
MAG05372	251_1	0.05	average	ANImf	251	SGB251
MAG05373	243_0	0.05	average	ANImf	243	SGB243
MAG05374	49_2	0.05	average	ANImf	49	SGB49
MAG05375	239_1	0.05	average	ANImf	239	SGB239
MAG05376	180_1	0.05	average	ANImf	180	SGB180
MAG05377	150_1	0.05	average	ANImf	150	SGB150
MAG05378	446_1	0.05	average	ANImf	446	SGB446
MAG05379	225_1	0.05	average	ANImf	225	SGB225
MAG05380	203_1	0.05	average	ANImf	203	SGB203
MAG05381	695_1	0.05	average	ANImf	695	SGB695
MAG05382	682_1	0.05	average	ANImf	682	SGB682
MAG05383	274_1	0.05	average	ANImf	274	SGB274
MAG05384	714_1	0.05	average	ANImf	714	SGB714
MAG05385	78_1	0.05	average	ANImf	78	SGB78
MAG05386	747_1	0.05	average	ANImf	747	SGB747
MAG05387	514_1	0.05	average	ANImf	514	SGB514
MAG05388	843_3	0.05	average	ANImf	843	SGB843
MAG05389	39_1	0.05	average	ANImf	39	SGB39
MAG05390	242_2	0.05	average	ANImf	242	SGB242
MAG05391	470_1	0.05	average	ANImf	470	SGB470
MAG05392	216_1	0.05	average	ANImf	216	SGB216
MAG05393	34_1	0.05	average	ANImf	34	SGB34
MAG05394	108_1	0.05	average	ANImf	108	SGB108
MAG05395	140_2	0.05	average	ANImf	140	SGB140
MAG05396	234_1	0.05	average	ANImf	234	SGB234
MAG05397	676_1	0.05	average	ANImf	676	SGB676
MAG05398	213_1	0.05	average	ANImf	213	SGB213
MAG05399	774_2	0.05	average	ANImf	774	SGB774
MAG05400	217_1	0.05	average	ANImf	217	SGB217
MAG05401	460_1	0.05	average	ANImf	460	SGB460
MAG05402	14_1	0.05	average	ANImf	14	SGB14
MAG05403	626_1	0.05	average	ANImf	626	SGB626
MAG05404	165_1	0.05	average	ANImf	165	SGB165
MAG05405	479_2	0.05	average	ANImf	479	SGB479
MAG05406	426_2	0.05	average	ANImf	426	SGB426
MAG05407	516_1	0.05	average	ANImf	516	SGB516
MAG05408	206_1	0.05	average	ANImf	206	SGB206
MAG05409	116_1	0.05	average	ANImf	116	SGB116
MAG05410	440_1	0.05	average	ANImf	440	SGB440
MAG05411	126_1	0.05	average	ANImf	126	SGB126
MAG05412	103_1	0.05	average	ANImf	103	SGB103
MAG05413	428_1	0.05	average	ANImf	428	SGB428
MAG05414	438_1	0.05	average	ANImf	438	SGB438
MAG05415	171_1	0.05	average	ANImf	171	SGB171
MAG05416	221_1	0.05	average	ANImf	221	SGB221
MAG05417	447_2	0.05	average	ANImf	447	SGB447
MAG05418	825_1	0.05	average	ANImf	825	SGB825
MAG05419	144_1	0.05	average	ANImf	144	SGB144
MAG05420	110_2	0.05	average	ANImf	110	SGB110
MAG05421	202_1	0.05	average	ANImf	202	SGB202
MAG05422	489_1	0.05	average	ANImf	489	SGB489
MAG05423	220_3	0.05	average	ANImf	220	SGB220
MAG05424	442_1	0.05	average	ANImf	442	SGB442
MAG05425	259_1	0.05	average	ANImf	259	SGB259
MAG05426	235_1	0.05	average	ANImf	235	SGB235
MAG05427	332_1	0.05	average	ANImf	332	SGB332
MAG05428	426_1	0.05	average	ANImf	426	SGB426
MAG05429	191_1	0.05	average	ANImf	191	SGB191
MAG05430	843_3	0.05	average	ANImf	843	SGB843
MAG05431	608_1	0.05	average	ANImf	608	SGB608
MAG05432	218_1	0.05	average	ANImf	218	SGB218
MAG05433	280_1	0.05	average	ANImf	280	SGB280
MAG05434	204_1	0.05	average	ANImf	204	SGB204
MAG05435	609_3	0.05	average	ANImf	609	SGB609
MAG05436	251_1	0.05	average	ANImf	251	SGB251
MAG05437	276_1	0.05	average	ANImf	276	SGB276
MAG05438	261_1	0.05	average	ANImf	261	SGB261
MAG05439	557_1	0.05	average	ANImf	557	SGB557
MAG05440	196_1	0.05	average	ANImf	196	SGB196
MAG05441	305_1	0.05	average	ANImf	305	SGB305
MAG05442	182_1	0.05	average	ANImf	182	SGB182
MAG05443	258_2	0.05	average	ANImf	258	SGB258
MAG05444	354_1	0.05	average	ANImf	354	SGB354
MAG05445	605_1	0.05	average	ANImf	605	SGB605
MAG05446	417_1	0.05	average	ANImf	417	SGB417
MAG05447	216_1	0.05	average	ANImf	216	SGB216
MAG05448	438_2	0.05	average	ANImf	438	SGB438
MAG05449	247_1	0.05	average	ANImf	247	SGB247
MAG05450	460_1	0.05	average	ANImf	460	SGB460
MAG05451	592_18	0.05	average	ANImf	592	SGB592
MAG05452	256_1	0.05	average	ANImf	256	SGB256
MAG05453	242_2	0.05	average	ANImf	242	SGB242
MAG05454	516_1	0.05	average	ANImf	516	SGB516
MAG05455	438_1	0.05	average	ANImf	438	SGB438
MAG05456	609_3	0.05	average	ANImf	609	SGB609
MAG05457	174_1	0.05	average	ANImf	174	SGB174
MAG05458	203_1	0.05	average	ANImf	203	SGB203
MAG05459	426_2	0.05	average	ANImf	426	SGB426
MAG05460	251_1	0.05	average	ANImf	251	SGB251
MAG05461	316_2	0.05	average	ANImf	316	SGB316
MAG05462	414_1	0.05	average	ANImf	414	SGB414
MAG05463	576_1	0.05	average	ANImf	576	SGB576
MAG05464	280_1	0.05	average	ANImf	280	SGB280
MAG05465	144_1	0.05	average	ANImf	144	SGB144
MAG05466	466_0	0.05	average	ANImf	466	SGB466
MAG05467	247_1	0.05	average	ANImf	247	SGB247
MAG05468	110_2	0.05	average	ANImf	110	SGB110
MAG05469	748_1	0.05	average	ANImf	748	SGB748
MAG05470	405_1	0.05	average	ANImf	405	SGB405
MAG05471	511_1	0.05	average	ANImf	511	SGB511
MAG05472	307_1	0.05	average	ANImf	307	SGB307
MAG05473	171_1	0.05	average	ANImf	171	SGB171
MAG05474	14_1	0.05	average	ANImf	14	SGB14
MAG05475	165_1	0.05	average	ANImf	165	SGB165
MAG05476	177_1	0.05	average	ANImf	177	SGB177
MAG05477	436_1	0.05	average	ANImf	436	SGB436
MAG05478	479_2	0.05	average	ANImf	479	SGB479
MAG05479	216_1	0.05	average	ANImf	216	SGB216
MAG05480	605_1	0.05	average	ANImf	605	SGB605
MAG05481	460_1	0.05	average	ANImf	460	SGB460
MAG05482	592_13	0.05	average	ANImf	592	SGB592
MAG05483	711_1	0.05	average	ANImf	711	SGB711
MAG05484	166_1	0.05	average	ANImf	166	SGB166
MAG05485	440_1	0.05	average	ANImf	440	SGB440
MAG05486	675_1	0.05	average	ANImf	675	SGB675
MAG05487	239_1	0.05	average	ANImf	239	SGB239
MAG05488	144_1	0.05	average	ANImf	144	SGB144
MAG05489	702_1	0.05	average	ANImf	702	SGB702
MAG05490	202_1	0.05	average	ANImf	202	SGB202
MAG05491	438_1	0.05	average	ANImf	438	SGB438
MAG05492	262_1	0.05	average	ANImf	262	SGB262
MAG05493	251_1	0.05	average	ANImf	251	SGB251
MAG05494	592_36	0.05	average	ANImf	592	SGB592
MAG05495	460_1	0.05	average	ANImf	460	SGB460
MAG05496	714_1	0.05	average	ANImf	714	SGB714
MAG05497	280_1	0.05	average	ANImf	280	SGB280
MAG05498	605_1	0.05	average	ANImf	605	SGB605
MAG05499	516_1	0.05	average	ANImf	516	SGB516
MAG05500	258_3	0.05	average	ANImf	258	SGB258
MAG05501	484_1	0.05	average	ANImf	484	SGB484
MAG05502	150_1	0.05	average	ANImf	150	SGB150
MAG05503	191_1	0.05	average	ANImf	191	SGB191
MAG05504	110_2	0.05	average	ANImf	110	SGB110
MAG05505	711_1	0.05	average	ANImf	711	SGB711
MAG05506	332_1	0.05	average	ANImf	332	SGB332
MAG05507	276_2	0.05	average	ANImf	276	SGB276
MAG05508	36_1	0.05	average	ANImf	36	SGB36
MAG05509	204_1	0.05	average	ANImf	204	SGB204
MAG05510	604_1	0.05	average	ANImf	604	SGB604
MAG05511	440_1	0.05	average	ANImf	440	SGB440
MAG05512	274_1	0.05	average	ANImf	274	SGB274
MAG05513	442_1	0.05	average	ANImf	442	SGB442
MAG05514	774_2	0.05	average	ANImf	774	SGB774
MAG05515	671_1	0.05	average	ANImf	671	SGB671
MAG05516	608_1	0.05	average	ANImf	608	SGB608
MAG05517	332_1	0.05	average	ANImf	332	SGB332
MAG05518	141_2	0.05	average	ANImf	141	SGB141
MAG05519	460_1	0.05	average	ANImf	460	SGB460
MAG05520	413_1	0.05	average	ANImf	413	SGB413
MAG05521	772_1	0.05	average	ANImf	772	SGB772
MAG05522	210_1	0.05	average	ANImf	210	SGB210
MAG05523	576_1	0.05	average	ANImf	576	SGB576
MAG05524	307_1	0.05	average	ANImf	307	SGB307
MAG05525	388_1	0.05	average	ANImf	388	SGB388
MAG05526	518_1	0.05	average	ANImf	518	SGB518
MAG05527	761_1	0.05	average	ANImf	761	SGB761
MAG05528	440_1	0.05	average	ANImf	440	SGB440
MAG05529	52_1	0.05	average	ANImf	52	SGB52
MAG05530	726_1	0.05	average	ANImf	726	SGB726
MAG05531	423_1	0.05	average	ANImf	423	SGB423
MAG05532	727_1	0.05	average	ANImf	727	SGB727
MAG05533	44_1	0.05	average	ANImf	44	SGB44
MAG05534	161_1	0.05	average	ANImf	161	SGB161
MAG05535	579_1	0.05	average	ANImf	579	SGB579
MAG05536	407_1	0.05	average	ANImf	407	SGB407
MAG05537	126_3	0.05	average	ANImf	126	SGB126
MAG05538	773_2	0.05	average	ANImf	773	SGB773
MAG05539	561_1	0.05	average	ANImf	561	SGB561
MAG05540	479_1	0.05	average	ANImf	479	SGB479
MAG05541	475_1	0.05	average	ANImf	475	SGB475
MAG05542	608_1	0.05	average	ANImf	608	SGB608
MAG05543	605_1	0.05	average	ANImf	605	SGB605
MAG05544	14_1	0.05	average	ANImf	14	SGB14
MAG05545	674_1	0.05	average	ANImf	674	SGB674
MAG05546	159_1	0.05	average	ANImf	159	SGB159
MAG05547	414_1	0.05	average	ANImf	414	SGB414
MAG05548	551_1	0.05	average	ANImf	551	SGB551
MAG05549	511_2	0.05	average	ANImf	511	SGB511
MAG05550	748_1	0.05	average	ANImf	748	SGB748
MAG05551	679_2	0.05	average	ANImf	679	SGB679
MAG05552	516_1	0.05	average	ANImf	516	SGB516
MAG05553	568_0	0.05	average	ANImf	568	SGB568
MAG05554	506_1	0.05	average	ANImf	506	SGB506
MAG05555	168_1	0.05	average	ANImf	168	SGB168
MAG05556	437_1	0.05	average	ANImf	437	SGB437
MAG05557	165_1	0.05	average	ANImf	165	SGB165
MAG05558	492_1	0.05	average	ANImf	492	SGB492
MAG05559	3_1	0.05	average	ANImf	3	SGB3
MAG05560	640_2	0.05	average	ANImf	640	SGB640
MAG05561	438_1	0.05	average	ANImf	438	SGB438
MAG05562	167_1	0.05	average	ANImf	167	SGB167
MAG05563	732_1	0.05	average	ANImf	732	SGB732
MAG05564	592_18	0.05	average	ANImf	592	SGB592
MAG05565	225_1	0.05	average	ANImf	225	SGB225
MAG05566	490_0	0.05	average	ANImf	490	SGB490
MAG05567	387_1	0.05	average	ANImf	387	SGB387
MAG05568	42_2	0.05	average	ANImf	42	SGB42
MAG05569	322_1	0.05	average	ANImf	322	SGB322
MAG05570	237_1	0.05	average	ANImf	237	SGB237
MAG05571	671_1	0.05	average	ANImf	671	SGB671
MAG05572	438_1	0.05	average	ANImf	438	SGB438
MAG05573	218_1	0.05	average	ANImf	218	SGB218
MAG05574	144_1	0.05	average	ANImf	144	SGB144
MAG05575	402_1	0.05	average	ANImf	402	SGB402
MAG05576	460_1	0.05	average	ANImf	460	SGB460
MAG05577	202_1	0.05	average	ANImf	202	SGB202
MAG05578	239_1	0.05	average	ANImf	239	SGB239
MAG05579	666_1	0.05	average	ANImf	666	SGB666
MAG05580	488_1	0.05	average	ANImf	488	SGB488
MAG05581	189_1	0.05	average	ANImf	189	SGB189
MAG05582	407_1	0.05	average	ANImf	407	SGB407
MAG05583	332_1	0.05	average	ANImf	332	SGB332
MAG05584	714_1	0.05	average	ANImf	714	SGB714
MAG05585	247_1	0.05	average	ANImf	247	SGB247
MAG05586	180_1	0.05	average	ANImf	180	SGB180
MAG05587	216_1	0.05	average	ANImf	216	SGB216
MAG05588	321_1	0.05	average	ANImf	321	SGB321
MAG05589	440_1	0.05	average	ANImf	440	SGB440
MAG05590	40_1	0.05	average	ANImf	40	SGB40
MAG05591	423_1	0.05	average	ANImf	423	SGB423
MAG05592	280_1	0.05	average	ANImf	280	SGB280
MAG05593	203_1	0.05	average	ANImf	203	SGB203
MAG05594	442_1	0.05	average	ANImf	442	SGB442
MAG05595	192_1	0.05	average	ANImf	192	SGB192
MAG05596	205_1	0.05	average	ANImf	205	SGB205
MAG05597	511_2	0.05	average	ANImf	511	SGB511
MAG05598	191_1	0.05	average	ANImf	191	SGB191
MAG05599	251_1	0.05	average	ANImf	251	SGB251
MAG05600	702_1	0.05	average	ANImf	702	SGB702
MAG05601	707_2	0.05	average	ANImf	707	SGB707
MAG05602	110_2	0.05	average	ANImf	110	SGB110
MAG05603	516_1	0.05	average	ANImf	516	SGB516
MAG05604	274_1	0.05	average	ANImf	274	SGB274
MAG05605	464_1	0.05	average	ANImf	464	SGB464
MAG05606	479_1	0.05	average	ANImf	479	SGB479
MAG05607	443_1	0.05	average	ANImf	443	SGB443
MAG05608	475_1	0.05	average	ANImf	475	SGB475
MAG05609	516_1	0.05	average	ANImf	516	SGB516
MAG05610	14_1	0.05	average	ANImf	14	SGB14
MAG05611	52_1	0.05	average	ANImf	52	SGB52
MAG05612	511_2	0.05	average	ANImf	511	SGB511
